id,english,portuguese,level,word_type,definition_en,definition_pt,example_en,example_pt,tags
578,brood,"ninhada, crias",A1,noun,"The young of certain animals, especially a group of young birds or fowl hatched at one time by the same mother.","Os filhotes de certos animais, especialmente um grupo de filhotes de aves ou aves domésticas que nasceram ao mesmo tempo pela mesma mãe.","","",needs_enrichment
580,broom,vassoura,A1,noun,"A domestic utensil with fibers bound together at the end of a long handle, used for sweeping.","Uma utensílio doméstico com fibras unidas na ponta de um longo cabo, usado para varrer.","","",needs_enrichment
585,brownie,bolinho de chocolate com nozes,A1,noun,"A small square piece of rich cake, usually made with chocolate.","Um pequeno pedaço quadrado de bolo rico, geralmente feito com chocolate.","","",needs_enrichment
590,brunette,morena,A1,noun,"A person, especially female, with brown or black hair and, often, dark eyes and darkish or olive skin.","Uma pessoa, especialmente do sexo feminino, com cabelo castanho ou preto e, frequentemente, olhos escuros e pele escura ou oliva.","","",needs_enrichment
592,brutal,brutal,A1,adjective,"Savagely violent, vicious, ruthless, or cruel","Savagemente violento, vicioso, impiedoso ou cruel","","",needs_enrichment
594,brute force,força bruta,A1,,,"""Brute force"" é uma maneira de resolver um problema usando muita força ou esforço, sem pensar em soluções mais inteligentes.",The strong man opened the door with brute force.,"""O homem forte abriu a porta com força bruta.""",needs_enrichment
599,budget,orçamento,A1,noun,"The amount of money or resources earmarked for a particular institution, activity or time-frame.","A quantidade de dinheiro ou recursos destinados a uma instituição, atividade ou período específico.","","",needs_enrichment
606,bulk,"grande quantidade, volume",A1,noun,"Size, specifically, volume.","Tamanho, especificamente, volume.","","",needs_enrichment
608,bullet,"bala, projétil",A1,noun,"A projectile, usually of metal, shot from a gun at high speed.","Um projétil, geralmente de metal, disparado de uma arma em alta velocidade.","","",needs_enrichment
610,bullying,intimidação,A1,noun,"An act of intimidating a person to do something, especially such repeated coercion.","Um ato de intimidar uma pessoa a fazer algo, especialmente essa coerção repetida.","","",needs_enrichment
612,bunch,"cacho, feixe, penca",A1,noun,"A group of similar things, either growing together, or in a cluster or clump, usually fastened together.","Um grupo de coisas semelhantes, que crescem juntas ou em um aglomerado ou grupo, geralmente unidas.","","",needs_enrichment
622,bus station,terminal rodoviário,A1,noun,"A major bus stop, one that serves as a transfer point between a large number of routes.",,I got off at the bus station on my way to school.,Eu desci do ônibus na estação de ônibus no caminho da escola.,needs_enrichment
623,bus stop,ponto de ônibus,A1,noun,A place where public transport buses stop to allow passengers to board or leave.,,She waited at the bus stop to catch her school bus.,Ela aguardou na calçada do estopim de ônibus para pegar o seu ônibus escolar.,needs_enrichment
627,bust,"busto, seio, peito",A1,noun,A sculptural portrayal of a person's head and shoulders.,Uma representação escultural da cabeça e ombros de uma pessoa.,"","",needs_enrichment
633,butterfly,borboleta,A1,noun,"A flying insect of the order Lepidoptera, distinguished from moths by their diurnal activity and generally brighter colouring.","Um inseto voador da ordem Lepidoptera, distinguido das mariposas pela sua atividade diurna e coloração geralmente mais brilhante.","","",needs_enrichment
662,canada,Canadá,A1,,,"Canadá é um país grande na América do Norte, conhecido por suas florestas, lagos e cidades. A capital do Canadá é Ottawa.",I want to visit Canada in the summer.,Eu quero visitar o Canadá no verão.,"needs_enrichment,dict_en_404"
683,car,carro,A1,noun,"A wheeled vehicle that moves independently, with at least three wheels, powered mechanically, steered by a driver and mostly for personal transportation.","Um veículo com rodas que se move de forma independente, com pelo menos três rodas, acionado mecanicamente, dirigido por um motorista e principalmente para transporte pessoal.","","",needs_enrichment
686,care,cuidar,A1,noun,"Grief, sorrow.","Luto, tristeza.","","",needs_enrichment
692,careworn,"ansioso, aflito",A1,adjective,"Worn down by cares: showing the signs of long-term stress, tired and haggard due to prolonged worry.","Esgotado pelas preocupações: mostrando os sinais de estresse a longo prazo, cansado e desgastado devido à preocupação prolongada.","","",needs_enrichment
705,cashier,caixa [funcionário],A1,verb,"To dismiss (someone, especially military personnel) from service","Dispensar (alguém, especialmente pessoal militar) do serviço","","",needs_enrichment
708,casual,"informal, casual",A1,noun,"A worker who is only working for a company occasionally, not as its permanent employee.","Um trabalhador que está apenas trabalhando para uma empresa ocasionalmente, não como seu funcionário permanente.","","",needs_enrichment
709,casualty,"baixa, perda; casualidade, acaso",A1,noun,"Something that happens by chance, especially an unfortunate event; an accident, a disaster.","Algo que acontece por acaso, especialmente um evento infeliz; um acidente, um desastre.","","",needs_enrichment
711,catalogue,"catálogo, mala direta",A1,noun,"A systematic list of names, books, pictures etc.","Uma lista sistemática de nomes, livros, imagens etc.","","",needs_enrichment
715,caught,passado e particípio passado de catch,A1,verb,"(heading) To capture, overtake.","Capturar, ultrapassar.","","",needs_enrichment
720,caveman,"homem das cavernas, troglodita",A1,noun,"An early human or closely related species, popularly held to reside in caves.","Um humano primitivo ou espécie intimamente relacionada, popularmente considerado como residente em cavernas.","","",needs_enrichment
758,charm,charme,A1,noun,"An object, act or words believed to have magic power (usually carries a positive connotation).","Um objeto, ato ou palavras que se acredita ter poder mágico (geralmente carrega uma conotação positiva).","","",needs_enrichment
770,check-out,"registro de saída, saída",A1,,,"""Check-out"" é o lugar onde você paga por suas compras em uma loja ou onde você sai de um hotel.",I will go to the check-out to pay for my groceries.,Eu vou ao caixa para pagar minhas compras.,"needs_enrichment,dict_en_404"
793,china,China,A1,noun,"The plant Smilax china, a liana of much of eastern Asia.","A planta Smilax china, uma liana de grande parte do leste da Ásia.","","",needs_enrichment
794,chinese,chinês,A1,adjective,,,I bought a Chinese cookbook to learn how to make traditional meals at home.,Comprei um livro de receitas chinesas para aprender a fazer pratos tradicionais em casa.,needs_enrichment
800,chop,"corte, talho",A1,noun,"A cut of meat, often containing a section of a rib.","Um corte de carne, frequentemente contendo uma seção de uma costela.","","",needs_enrichment
803,christmas,Natal,A1,,,,I'm looking forward to Christmas dinner at my grandparents' house this year.,Estou ansiosa para jantar de Natal na casa dos meus avós esta vez.,needs_enrichment
805,circle,círculo,A1,noun,"A two-dimensional geometric figure, a line, consisting of the set of all those points in a plane that are equally distant from a given point (center).","Uma figura geométrica bidimensional, uma linha, consistindo no conjunto de todos os pontos em um plano que estão a uma distância igual de um ponto dado (centro).","","",needs_enrichment
813,prefeitura,sɪvəl,A1,,,,A mulher foi contratada pela prefeitura para ajudar na organização do feriado da cidade.,A mulher foi contratada pela prefeitura para ajudar com a organização do feriado da cidade.,needs_enrichment
818,clarity,"clareza, lucidez",A1,noun,"The state or measure of being clear, either in appearance, thought or style; lucidity.","O estado ou medida de ser claro, seja na aparência, no pensamento ou no estilo; lucidez.","","",needs_enrichment
834,click,clique,A1,noun,"A brief, sharp, not particularly loud, relatively high-pitched sound produced by the impact of something small and hard against something hard, such as by the operation of a switch, a lock or a latch, or a finger pressed against the thumb and then released to strike the hand.","Um som breve, agudo, não particularmente alto, relativamente alto, produzido pelo impacto de algo pequeno e duro contra algo duro, como pela operação de um interruptor, uma fechadura ou um trinco, ou um dedo pressionado contra o polegar e, em seguida, solto para atingir a mão.","","",needs_enrichment
835,client,"cliente, freguês",A1,noun,"A customer, a buyer or receiver of goods or services.","Um cliente, um comprador ou receptor de bens ou serviços.","","",needs_enrichment
838,climax,"clímax, ápice, auge",A1,noun,(originally rhetorical) A rhetorical device in which a series is arranged in ascending order.,Um recurso retórico em que uma série é organizada em ordem ascendente.,"","",needs_enrichment
841,clinic,clínica,A1,noun,"A medical facility, such as a hospital, especially one for the treatment and diagnosis of outpatients.","Uma unidade de saúde, como um hospital, especialmente um para o tratamento e diagnóstico de pacientes ambulatoriais.","","",needs_enrichment
845,clog,"bloquear, obstruir, impedir",A1,noun,"A type of shoe with an inflexible, often wooden sole sometimes with an open heel.","Um tipo de sapato com uma sola inflexível, muitas vezes de madeira, às vezes com o calcanhar aberto.","","",needs_enrichment
850,clothes,"roupa, roupas",A1,noun,"A woven fabric such as used in dressing, decorating, cleaning or other practical use.","Um tecido tecido, como o usado em vestuário, decoração, limpeza ou outro uso prático.","","",needs_enrichment
853,club,clube,A1,noun,"An association of members joining together for some common purpose, especially sports or recreation.","Uma associação de membros que se juntam para um propósito comum, especialmente esportes ou recreação.","","",needs_enrichment
859,coal,carvão,A1,noun,"A black rock formed from prehistoric plant remains, composed largely of carbon and burned as a fuel.","Uma rocha preta formada a partir de restos de plantas pré-históricas, composta principalmente de carbono e queimada como combustível.","","",needs_enrichment
